;MELHOR GLOBAL;MELHOR LOCAL;CAMINHO
27;447121.14746205474;447121.14746205474;75-76-60-4-3-14-61-44-23-27-51-65-8-39-41-40-63-33-66-36-38-35-70-21-32-28-62-18-11-30-56-59-37-29-55-19-22-13-15-16-12-25-2-31-7-69-47-48-68-67-57-64-50-42-26-6-74-71-43-54-58-1-24-52-34-17-53-72-49-73-5-46-45-10-9-20
28;443137.155943998;443137.155943998;75-76-60-4-3-14-61-44-23-27-51-65-8-39-41-40-63-33-57-36-38-35-70-21-32-28-62-18-11-30-56-59-37-29-55-19-22-13-15-16-12-25-2-31-7-69-47-48-68-67-66-64-50-42-26-6-74-71-43-54-58-1-24-52-34-17-53-72-49-73-5-46-45-10-9-20
29;437390.43921580235;437390.43921580235;75-76-60-4-3-14-61-44-23-27-51-65-8-39-41-40-63-33-57-36-38-35-70-21-32-28-62-18-11-30-56-59-37-29-55-19-22-13-15-16-12-74-2-31-7-69-47-48-68-67-66-64-50-42-26-6-25-71-43-54-58-1-24-52-34-17-53-72-49-73-5-46-45-10-9-20
30;434615.98332155857;434615.98332155857;75-76-60-4-3-14-61-44-23-27-51-65-8-39-41-40-17-33-57-36-38-35-70-21-32-28-62-18-11-30-56-59-37-29-55-19-22-13-15-16-12-74-2-31-7-69-47-48-68-67-66-64-50-42-26-6-25-71-43-54-58-1-24-52-34-63-53-72-49-73-5-46-45-10-9-20
31;436482.12237442937;436482.12237442937;75-76-60-4-3-14-61-44-23-27-51-65-8-55-41-40-17-33-57-36-38-35-70-21-32-28-62-18-11-30-56-59-37-29-39-19-22-13-15-16-12-74-2-31-7-69-47-48-68-67-66-64-50-42-26-6-25-71-43-54-58-1-24-52-34-63-53-72-49-73-5-46-45-10-9-20
32;433095.98589781753;433095.98589781753;75-76-60-4-3-14-61-44-23-27-51-65-8-55-41-40-17-33-57-36-38-35-70-21-32-28-62-18-11-30-56-59-37-29-39-19-22-13-15-16-12-74-2-31-46-69-47-48-68-67-66-64-50-42-26-6-25-71-43-54-58-1-24-52-34-63-53-72-49-73-5-7-45-10-9-20
33;427556.8149195043;427556.8149195043;75-76-60-4-3-14-61-44-23-27-51-65-8-55-41-40-17-33-57-36-38-35-70-21-32-28-62-18-11-30-56-59-37-29-39-19-22-13-15-16-12-74-2-31-46-69-47-48-68-67-66-64-50-42-26-6-25-71-52-54-58-1-24-43-34-63-53-72-49-73-5-7-45-10-9-20
34;426794.61469364655;426794.61469364655;75-76-60-4-3-14-61-44-23-27-51-65-8-55-41-40-17-33-57-36-38-35-70-21-32-28-62-18-11-30-56-59-37-29-34-19-22-13-15-16-12-74-2-31-46-69-47-48-68-67-66-64-50-42-26-6-25-71-52-54-58-1-24-43-39-63-53-72-49-73-5-7-45-10-9-20
35;431558.48544717266;431558.48544717266;75-76-60-4-3-14-61-44-23-27-51-65-8-55-41-40-17-33-57-36-38-11-70-21-32-28-62-18-35-30-56-59-37-29-34-19-22-13-15-16-12-74-2-31-46-69-47-48-68-67-66-64-50-42-26-6-25-71-52-54-58-1-24-43-39-63-53-72-49-73-5-7-45-10-9-20
36;429054.5943143163;429054.5943143163;75-76-60-4-3-14-61-11-23-27-51-65-8-55-41-40-17-33-57-36-38-44-70-21-32-28-62-18-35-30-56-59-37-29-34-19-22-13-15-16-12-74-2-31-46-69-47-48-68-67-66-64-50-42-26-6-25-71-52-54-58-1-24-43-39-63-53-72-49-73-5-7-45-10-9-20
37;424779.39170771453;424779.39170771453;75-76-60-4-3-14-61-11-23-27-51-65-8-55-41-40-17-33-57-36-38-44-70-21-30-28-62-18-35-32-56-59-37-29-34-19-22-13-15-16-12-74-2-31-46-69-47-48-68-67-66-64-50-42-26-6-25-71-52-54-58-1-24-43-39-63-53-72-49-73-5-7-45-10-9-20
38;414857.5667734535;414857.5667734535;75-76-60-4-3-14-61-11-23-27-51-65-8-55-41-40-17-33-57-62-38-44-70-21-30-28-36-18-35-32-56-59-37-29-34-19-22-13-15-16-12-74-2-31-46-69-47-48-68-67-66-64-50-42-26-6-25-71-52-54-58-1-24-43-39-63-53-72-49-73-5-7-45-10-9-20
39;417382.48793915135;417382.48793915135;75-76-60-30-3-14-61-11-23-27-51-65-8-55-41-40-17-33-57-62-38-44-70-21-4-28-36-18-35-32-56-59-37-29-34-19-22-13-15-16-12-74-2-31-46-69-47-48-68-67-66-64-50-42-26-6-25-71-52-54-58-1-24-43-39-63-53-72-49-73-5-7-45-10-9-20
40;419044.3914777085;419044.3914777085;75-76-60-30-3-14-61-11-23-27-51-65-12-55-41-40-17-33-57-62-38-44-70-21-4-28-36-18-35-32-56-59-37-29-34-19-22-13-15-16-8-74-2-31-46-69-47-48-68-67-66-64-50-42-26-6-25-71-52-54-58-1-24-43-39-63-53-72-49-73-5-7-45-10-9-20
41;418436.9082176478;418436.9082176478;75-76-60-30-3-14-61-11-23-4-51-65-12-55-41-40-17-33-57-62-38-44-70-21-27-28-36-18-35-32-56-59-37-29-34-19-22-13-15-16-8-74-2-31-46-69-47-48-68-67-66-64-50-42-26-6-25-71-52-54-58-1-24-43-39-63-53-72-49-73-5-7-45-10-9-20
42;419126.04423533357;419126.04423533357;75-76-60-30-3-14-61-11-23-4-51-65-12-55-41-40-17-33-57-62-38-44-70-21-27-28-36-18-35-32-56-59-37-29-34-19-22-13-15-16-8-74-2-31-46-69-47-48-68-67-66-64-50-42-26-6-25-71-52-54-58-1-24-43-39-72-53-63-49-73-5-7-45-10-9-20
43;417743.6857894927;417743.6857894927;75-76-60-30-3-14-61-11-23-4-51-65-12-55-41-40-17-33-57-62-38-44-70-21-27-28-36-18-35-32-56-59-37-29-34-19-22-13-15-16-8-74-2-31-46-69-47-48-68-67-66-64-50-42-26-6-25-71-52-54-58-1-24-43-49-72-53-63-39-73-5-7-45-10-9-20
44;418766.753633249;418766.753633249;75-76-60-30-3-14-61-11-23-4-51-65-12-55-41-40-17-33-57-62-38-44-70-21-27-28-36-18-35-32-56-59-37-29-34-19-22-20-15-16-8-74-2-31-46-69-47-48-68-67-66-64-50-42-26-6-25-71-52-54-58-1-24-43-49-72-53-63-39-73-5-7-45-10-9-13
45;414488.63637118734;414488.63637118734;75-76-60-30-3-14-61-11-23-4-51-65-12-55-41-40-17-33-57-62-38-44-70-21-27-28-36-18-35-32-56-59-37-29-34-19-22-20-15-16-8-74-2-31-46-69-47-48-68-67-66-64-50-42-26-6-72-71-52-54-58-1-24-43-49-25-53-63-39-73-5-7-45-10-9-13
46;416677.8931222302;416677.8931222302;75-76-60-30-3-14-61-11-23-4-51-65-12-55-41-40-17-33-57-62-38-44-70-21-27-28-36-18-35-32-56-59-37-29-34-19-22-20-15-16-5-74-2-31-46-69-47-48-68-67-66-64-50-42-26-6-72-71-52-54-58-1-24-43-49-25-53-63-39-73-8-7-45-10-9-13
47;418086.67634979537;418086.67634979537;75-76-60-30-3-14-61-11-23-4-51-65-12-55-41-40-17-33-53-62-38-44-70-21-27-28-36-18-35-32-56-59-37-29-34-19-22-20-15-16-5-74-2-31-46-69-47-48-68-67-66-64-50-42-26-6-72-71-52-54-58-1-24-43-49-25-57-63-39-73-8-7-45-10-9-13
48;417017.1521784309;417017.1521784309;75-76-60-30-3-14-61-11-23-4-51-65-12-55-41-40-17-33-42-62-38-44-70-21-27-28-36-18-35-32-56-59-37-29-34-19-22-20-15-16-5-74-2-31-46-69-47-48-68-67-66-64-50-53-26-6-72-71-52-54-58-1-24-43-49-25-57-63-39-73-8-7-45-10-9-13
49;416285.97826094856;416285.97826094856;75-76-60-30-3-14-61-11-23-4-51-65-12-55-41-40-17-33-42-62-38-44-70-21-27-28-73-18-35-32-56-59-37-29-34-19-22-20-15-16-5-74-2-31-46-69-47-48-68-67-66-64-50-53-26-6-72-71-52-54-58-1-24-43-49-25-57-63-39-36-8-7-45-10-9-13
50;404786.3178936367;404786.3178936367;75-76-60-30-3-14-61-11-23-4-51-65-49-55-41-40-17-33-42-62-38-44-70-21-27-28-73-18-35-32-56-59-37-29-34-19-22-20-15-16-5-74-2-31-46-69-47-48-68-67-66-64-50-53-26-6-72-71-52-54-58-1-24-43-12-25-57-63-39-36-8-7-45-10-9-13
51;406481.6412158005;406481.6412158005;75-76-60-30-3-14-61-11-23-4-51-65-49-55-41-40-56-33-42-62-38-44-70-21-27-28-73-18-35-32-17-59-37-29-34-19-22-20-15-16-5-74-2-31-46-69-47-48-68-67-66-64-50-53-26-6-72-71-52-54-58-1-24-43-12-25-57-63-39-36-8-7-45-10-9-13
52;403577.51791987143;403577.51791987143;75-76-60-30-3-14-61-11-23-4-51-65-49-55-41-40-56-33-42-62-38-44-70-21-27-28-66-18-35-32-17-59-37-29-34-19-22-20-15-16-5-74-2-31-46-69-47-48-68-67-73-64-50-53-26-6-72-71-52-54-58-1-24-43-12-25-57-63-39-36-8-7-45-10-9-13
53;392291.89599839755;392291.89599839755;75-76-60-30-3-14-61-11-23-4-51-65-49-55-41-40-56-66-42-62-38-44-70-21-27-28-33-18-35-32-17-59-37-29-34-19-22-20-15-16-5-74-2-31-46-69-47-48-68-67-73-64-50-53-26-6-72-71-52-54-58-1-24-43-12-25-57-63-39-36-8-7-45-10-9-13
54;384884.97630949673;384884.97630949673;75-76-19-30-3-14-61-11-23-4-51-65-49-55-41-40-56-66-42-62-38-44-70-21-27-28-33-18-35-32-17-59-37-29-34-60-22-20-15-16-5-74-2-31-46-69-47-48-68-67-73-64-50-53-26-6-72-71-52-54-58-1-24-43-12-25-57-63-39-36-8-7-45-10-9-13
55;380623.98618243163;380623.98618243163;75-76-19-30-3-14-61-11-23-4-51-65-49-55-41-59-56-66-42-62-38-44-70-21-27-28-33-18-35-32-17-40-37-29-34-60-22-20-15-16-5-74-2-31-46-69-47-48-68-67-73-64-50-53-26-6-72-71-52-54-58-1-24-43-12-25-57-63-39-36-8-7-45-10-9-13
56;376587.6445973921;376587.6445973921;75-76-19-30-3-14-61-11-23-4-51-65-49-55-41-59-56-66-42-62-38-44-70-21-27-28-33-18-35-32-17-40-37-29-34-60-22-74-15-16-5-20-2-31-46-69-47-48-68-67-73-64-50-53-26-6-72-71-52-54-58-1-24-43-12-25-57-63-39-36-8-7-45-10-9-13
57;377238.3647128124;377238.3647128124;75-76-19-30-3-14-61-11-23-4-51-65-49-55-41-59-56-66-42-62-37-44-70-21-27-28-33-18-35-32-17-40-38-29-34-60-22-74-15-16-5-20-2-31-46-69-47-48-68-67-73-64-50-53-26-6-72-71-52-54-58-1-24-43-12-25-57-63-39-36-8-7-45-10-9-13
58;372961.83184039505;372961.83184039505;75-76-19-30-3-14-61-11-23-4-51-65-49-55-41-59-56-66-42-62-37-44-70-21-27-28-33-18-35-32-43-40-38-29-34-60-22-74-15-16-5-20-2-31-46-69-47-48-68-67-73-64-50-53-26-6-72-71-52-54-58-1-24-17-12-25-57-63-39-36-8-7-45-10-9-13
59;368890.58283594815;368890.58283594815;75-76-19-30-3-14-61-11-23-4-51-65-49-55-41-59-56-66-42-62-37-44-70-21-27-28-33-18-35-32-60-40-38-29-34-43-22-74-15-16-5-20-2-31-46-69-47-48-68-67-73-64-50-53-26-6-72-71-52-54-58-1-24-17-12-25-57-63-39-36-8-7-45-10-9-13
60;371973.52687899704;371973.52687899704;75-76-19-30-3-14-61-11-23-5-51-65-49-55-41-59-56-66-42-62-37-44-70-21-27-28-33-18-35-32-60-40-38-29-34-43-22-74-15-16-4-20-2-31-46-69-47-48-68-67-73-64-50-53-26-6-72-71-52-54-58-1-24-17-12-25-57-63-39-36-8-7-45-10-9-13
61;368603.77919255063;368603.77919255063;75-76-19-30-3-14-61-11-23-5-51-65-49-55-41-59-56-66-42-62-37-44-70-21-27-28-33-18-35-32-60-40-38-29-34-43-22-74-15-16-4-20-2-31-46-69-47-48-68-67-73-64-50-53-26-6-72-71-52-54-58-1-12-17-24-25-57-63-39-36-8-7-45-10-9-13
62;372444.56946133234;372444.56946133234;75-76-19-30-3-14-61-11-23-53-51-65-49-55-41-59-56-66-42-62-37-44-70-21-27-28-33-18-35-32-60-40-38-29-34-43-22-74-15-16-4-20-2-31-46-69-47-48-68-67-73-64-50-5-26-6-72-71-52-54-58-1-12-17-24-25-57-63-39-36-8-7-45-10-9-13
63;376694.38944707724;376694.38944707724;75-76-19-30-3-14-61-11-23-53-51-65-49-55-41-59-56-66-42-62-37-44-70-21-27-28-33-18-35-32-50-40-38-29-34-43-22-74-15-16-4-20-2-31-46-69-47-48-68-67-73-64-60-5-26-6-72-71-52-54-58-1-12-17-24-25-57-63-39-36-8-7-45-10-9-13
64;381046.29472733143;381046.29472733143;75-76-19-30-3-14-61-11-23-53-51-65-49-55-41-59-56-66-42-62-37-44-70-34-27-28-33-18-35-32-50-40-38-29-21-43-22-74-15-16-4-20-2-31-46-69-47-48-68-67-73-64-60-5-26-6-72-71-52-54-58-1-12-17-24-25-57-63-39-36-8-7-45-10-9-13
65;375038.05842453794;375038.05842453794;75-76-19-30-3-14-61-11-23-53-51-65-49-55-41-59-56-66-42-62-37-44-70-34-27-28-33-18-35-32-50-40-38-29-21-43-22-74-15-16-4-20-2-31-46-69-47-48-68-67-73-64-6-5-26-60-72-71-52-54-58-1-12-17-24-25-57-63-39-36-8-7-45-10-9-13
66;373021.518285138;373021.518285138;75-76-19-30-3-14-61-11-23-53-51-65-49-55-41-59-56-66-42-62-37-44-70-34-27-28-33-18-35-32-39-40-38-29-21-43-22-74-15-16-4-20-2-31-46-69-47-48-68-67-73-64-6-5-26-60-72-71-52-54-58-1-12-17-24-25-57-63-50-36-8-7-45-10-9-13
67;373220.73590420064;373220.73590420064;75-76-19-30-3-14-61-11-23-53-51-65-49-55-41-58-56-66-42-62-37-44-70-34-27-28-33-18-35-32-39-40-38-29-21-43-22-74-15-16-4-20-2-31-46-69-47-48-68-67-73-64-6-5-26-60-72-71-52-54-59-1-12-17-24-25-57-63-50-36-8-7-45-10-9-13
68;377649.6402791823;377649.6402791823;75-76-19-30-3-14-61-11-23-53-51-65-49-55-41-58-56-66-42-62-37-44-26-34-27-28-33-18-35-32-39-40-38-29-21-43-22-74-15-16-4-20-2-31-46-69-47-48-68-67-73-64-6-5-70-60-72-71-52-54-59-1-12-17-24-25-57-63-50-36-8-7-45-10-9-13
69;378978.8518639932;378978.8518639932;75-76-19-30-3-14-61-11-23-53-51-65-49-55-41-58-56-66-42-62-37-44-26-34-27-28-33-18-35-32-39-40-38-29-21-43-22-74-15-16-4-20-2-31-46-69-47-48-68-67-73-64-6-5-70-60-72-71-52-54-59-1-12-17-7-25-57-63-50-36-8-24-45-10-9-13
70;370538.36177452526;370538.36177452526;75-76-19-30-3-14-61-11-23-53-51-65-49-55-41-58-56-66-59-62-37-44-26-34-27-28-33-18-35-32-39-40-38-29-21-43-22-74-15-16-4-20-2-31-46-69-47-48-68-67-73-64-6-5-70-60-72-71-52-54-42-1-12-17-7-25-57-63-50-36-8-24-45-10-9-13
71;366739.5952678235;366739.5952678235;75-76-19-30-3-14-61-11-23-53-51-65-49-55-41-58-56-66-59-62-37-44-26-34-27-28-33-18-35-32-39-40-38-29-21-43-22-74-15-16-4-7-2-31-46-69-47-48-68-67-73-64-6-5-70-60-72-71-52-54-42-1-12-17-20-25-57-63-50-36-8-24-45-10-9-13
72;371053.4629475723;371053.4629475723;75-76-19-30-3-14-61-11-23-53-51-65-49-55-41-58-56-66-59-62-37-44-57-34-27-28-33-18-35-32-39-40-38-29-21-43-22-74-15-16-4-7-2-31-46-69-47-48-68-67-73-64-6-5-70-60-72-71-52-54-42-1-12-17-20-25-26-63-50-36-8-24-45-10-9-13
73;368331.58703285904;368331.58703285904;75-76-19-30-3-14-61-11-23-53-51-65-49-55-41-60-56-66-59-62-37-44-57-34-27-28-33-18-35-32-39-40-38-29-21-43-22-74-15-16-4-7-2-31-46-69-47-48-68-67-73-64-6-5-70-58-72-71-52-54-42-1-12-17-20-25-26-63-50-36-8-24-45-10-9-13
74;369096.79807596275;369096.79807596275;75-76-19-30-3-14-61-11-23-53-51-65-49-55-41-60-44-66-59-62-37-56-57-34-27-28-33-18-35-32-39-40-38-29-21-43-22-74-15-16-4-7-2-31-46-69-47-48-68-67-73-64-6-5-70-58-72-71-52-54-42-1-12-17-20-25-26-63-50-36-8-24-45-10-9-13
75;372953.8273631428;372953.8273631428;75-76-19-30-3-14-61-11-23-53-51-65-49-55-38-60-44-66-59-62-37-56-57-34-27-28-33-18-35-32-39-40-41-29-21-43-22-74-15-16-4-7-2-31-46-69-47-48-68-67-73-64-6-5-70-58-72-71-52-54-42-1-12-17-20-25-26-63-50-36-8-24-45-10-9-13
76;377348.834837657;377348.834837657;75-76-19-30-3-14-61-11-23-53-51-65-49-55-38-60-21-66-59-62-37-56-57-34-27-28-33-18-35-32-39-40-41-29-44-43-22-74-15-16-4-7-2-31-46-69-47-48-68-67-73-64-6-5-70-58-72-71-52-54-42-1-12-17-20-25-26-63-50-36-8-24-45-10-9-13
77;379347.0863985527;379347.0863985527;75-76-19-30-3-14-61-11-23-53-51-65-49-55-38-60-21-42-59-62-37-56-57-34-27-28-33-18-35-32-39-40-41-29-44-43-22-74-15-16-4-7-2-31-46-69-47-48-68-67-73-64-6-5-70-58-72-71-52-54-66-1-12-17-20-25-26-63-50-36-8-24-45-10-9-13
78;371646.9323658089;371646.9323658089;75-76-19-30-3-14-61-11-23-53-51-65-49-55-38-60-21-42-59-62-37-56-57-34-27-28-33-18-35-32-39-40-41-29-44-43-22-74-15-16-4-7-2-31-46-69-47-48-68-67-58-64-6-5-70-73-72-71-52-54-66-1-12-17-20-25-26-63-50-36-8-24-45-10-9-13
79;373367.00543682947;373367.00543682947;75-76-19-30-3-14-61-11-23-53-51-65-49-55-38-60-21-42-59-62-37-56-57-34-27-28-33-39-35-32-18-40-41-29-44-43-22-74-15-16-4-7-2-31-46-69-47-48-68-67-58-64-6-5-70-73-72-71-52-54-66-1-12-17-20-25-26-63-50-36-8-24-45-10-9-13
80;370445.3016509448;370445.3016509448;75-76-19-30-3-14-61-11-23-53-51-65-49-55-38-60-21-22-59-62-37-56-57-34-27-28-33-39-35-32-18-40-41-29-44-43-42-74-15-16-4-7-2-31-46-69-47-48-68-67-58-64-6-5-70-73-72-71-52-54-66-1-12-17-20-25-26-63-50-36-8-24-45-10-9-13
81;366519.5017348638;366519.5017348638;75-76-19-30-3-14-61-11-23-53-51-65-49-55-38-34-21-22-59-62-37-56-57-60-27-28-33-39-35-32-18-40-41-29-44-43-42-74-15-16-4-7-2-31-46-69-47-48-68-67-58-64-6-5-70-73-72-71-52-54-66-1-12-17-20-25-26-63-50-36-8-24-45-10-9-13
